Product_ID,Product_Name,Product_Type,Validity_Days,Data_Limit_GB,Voice_Benefit,SMS_Limit,Price_INR,Launch_Date,Telecom_Company,Availability
PRD00230,ValuePlus 151,Postpaid,28.0,455.15,1500 mins,500 total,151.52,2023-12-02,BharatNet Mobile,Active
PRD00231,IoTLink 1173,Broadband,,102.98,N/A,N/A,1173.08,2020-09-29,BharatNet Mobile,Active
PRD00232,ValuePlus 2384,Prepaid,365.0,413.85,1000 mins,100/day,2384.54,2021-03-01,NextWave Communications,Active
PRD00233,ValuePlus 453,Business,,,N/A,500 total,453.22,2024-02-09,BharatNet Mobile,Discontinued
PRD00234,ValuePlus 2389,Business,,,N/A,500 total,2389.99,2020-07-16,BharatNet Mobile,Discontinued
PRD00235,ValuePlus 1567,Prepaid,28.0,387.73,1000 mins,N/A,1567.41,2024-03-08,IndiTel Communications,Active
PRD00236,SuperTalk 2169,Postpaid,56.0,111.43,Unlimited,500 total,2169.25,2020-01-26,SkyCell Telecom,Active
PRD00237,NetBoost 938,Broadband,,435.78,N/A,100/day,938.13,2022-01-26,NextWave Communications,Active
PRD00238,SmartBiz 953,Postpaid,56.0,489.62,Unlimited,500 total,953.18,2023-08-20,SkyCell Telecom,Active
PRD00239,SmartBiz 629,Postpaid,28.0,375.98,500 mins,100/day,629.05,2020-09-30,BharatNet Mobile,Discontinued
PRD00240,SuperTalk 1402,Broadband,,392.83,N/A,50/day,1402.69,2023-05-25,NextWave Communications,Discontinued
PRD00241,HomeFiber 597,Business,,,N/A,50/day,597.03,2024-02-10,NextWave Communications,Active
PRD00242,DataMax 387,Prepaid,365.0,389.29,Unlimited,500 total,387.31,2021-06-22,SkyCell Telecom,Discontinued
PRD00243,SuperTalk 1744,Business,,,N/A,N/A,1744.52,2022-04-21,BharatNet Mobile,Active
PRD00244,NetBoost 2112,Business,,,N/A,500 total,2112.38,2020-11-30,IndiTel Communications,Discontinued
PRD00245,DataMax 1680,Postpaid,56.0,309.99,1500 mins,50/day,1680.56,2022-01-07,SkyCell Telecom,Active
PRD00246,SmartBiz 388,Broadband,,290.91,N/A,N/A,388.17,2024-03-02,BharatNet Mobile,Discontinued
PRD00247,DataMax 2226,Postpaid,56.0,231.64,Unlimited,N/A,2226.96,2024-09-27,IndiTel Communications,Active
PRD00248,ValuePlus 478,Prepaid,56.0,334.87,Unlimited,500 total,478.76,2020-11-20,NextWave Communications,Active
PRD00249,ValuePlus 814,Prepaid,28.0,45.19,Unlimited,100/day,814.29,2022-10-24,NextWave Communications,Active
PRD00250,HomeFiber 816,IoT Solutions,,,N/A,N/A,816.74,2024-04-23,NextWave Communications,Discontinued
PRD00251,DataMax 1684,Broadband,,291.19,N/A,100/day,1684.53,2022-08-20,IndiTel Communications,Discontinued
PRD00252,SmartBiz 954,Business,,,N/A,100/day,954.91,2022-08-20,IndiTel Communications,Active
PRD00253,SuperTalk 1987,Prepaid,56.0,400.8,500 mins,50/day,1987.31,2020-04-17,IndiTel Communications,Active
PRD00254,SmartBiz 1757,Broadband,,367.57,N/A,500 total,1757.31,2020-04-22,SkyCell Telecom,Discontinued
PRD00255,HomeFiber 2378,Postpaid,56.0,177.2,1500 mins,500 total,2378.66,2021-06-21,IndiTel Communications,Active
PRD00256,DataMax 2044,Business,,,N/A,100/day,2044.44,2024-07-05,NextWave Communications,Active
PRD00257,SmartBiz 740,Postpaid,84.0,258.42,500 mins,100/day,740.36,2024-09-18,IndiTel Communications,Active
PRD00258,DataMax 333,IoT Solutions,,,N/A,100/day,333.06,2022-05-16,IndiTel Communications,Discontinued
PRD00259,SmartBiz 2079,Business,,,N/A,100/day,2079.01,2023-10-10,BharatNet Mobile,Discontinued
PRD00260,UltraConnect 2374,Business,,,N/A,50/day,2374.27,2022-03-29,NextWave Communications,Active
PRD00261,SmartBiz 1772,Postpaid,28.0,367.18,500 mins,500 total,1772.96,2020-10-21,IndiTel Communications,Discontinued
PRD00262,IoTLink 1812,Broadband,,346.67,N/A,100/day,1812.0,2020-01-11,SkyCell Telecom,Discontinued
PRD00263,NetBoost 964,Broadband,,97.11,N/A,50/day,964.0,2023-10-28,IndiTel Communications,Discontinued
PRD00264,ValuePlus 2079,Broadband,,11.96,N/A,N/A,2079.84,2020-03-09,SkyCell Telecom,Active
PRD00265,UltraConnect 237,IoT Solutions,,,N/A,100/day,237.76,2023-07-30,NextWave Communications,Discontinued
PRD00266,ValuePlus 2067,Broadband,,163.37,N/A,100/day,2067.15,2023-09-24,SkyCell Telecom,Active
PRD00267,DataMax 440,Prepaid,56.0,422.63,1000 mins,100/day,440.73,2022-04-11,IndiTel Communications,Active
PRD00268,ValuePlus 340,Broadband,,134.8,N/A,100/day,340.44,2021-11-09,BharatNet Mobile,Discontinued
PRD00269,ValuePlus 2243,Broadband,,302.12,N/A,100/day,2243.98,2022-09-30,NextWave Communications,Discontinued
PRD00270,SmartBiz 153,Postpaid,56.0,34.48,1500 mins,50/day,153.36,2022-01-28,SkyCell Telecom,Discontinued
PRD00271,ValuePlus 1246,Broadband,,281.97,N/A,50/day,1246.29,2023-02-08,IndiTel Communications,Active
PRD00272,SuperTalk 132,Postpaid,56.0,107.68,1500 mins,N/A,132.58,2023-08-26,BharatNet Mobile,Discontinued
PRD00273,NetBoost 1665,Postpaid,365.0,48.57,1000 mins,500 total,1665.23,2023-10-29,SkyCell Telecom,Discontinued
PRD00274,HomeFiber 402,Postpaid,365.0,394.31,1000 mins,500 total,402.84,2020-09-23,BharatNet Mobile,Active
PRD00275,SmartBiz 1565,Broadband,,273.1,N/A,100/day,1565.05,2024-06-18,BharatNet Mobile,Discontinued
PRD00276,SuperTalk 661,Business,,,N/A,N/A,661.77,2023-04-01,IndiTel Communications,Discontinued
PRD00277,NetBoost 2364,Broadband,,183.71,N/A,50/day,2364.67,2020-08-27,BharatNet Mobile,Active
PRD00278,SmartBiz 751,Business,,,N/A,50/day,751.44,2020-08-31,NextWave Communications,Active
PRD00279,ValuePlus 1800,Postpaid,365.0,292.7,500 mins,500 total,1800.81,2020-02-09,SkyCell Telecom,Discontinued
PRD00280,DataMax 2387,Postpaid,56.0,268.64,1500 mins,50/day,2387.12,2020-08-28,SkyCell Telecom,Discontinued
PRD00281,DataMax 591,Business,,,N/A,N/A,591.23,2023-12-31,NextWave Communications,Active
PRD00282,NetBoost 136,Broadband,,190.93,N/A,100/day,136.33,2021-07-14,NextWave Communications,Active
PRD00283,SmartBiz 1786,IoT Solutions,,,N/A,50/day,1786.86,2021-08-19,BharatNet Mobile,Discontinued
PRD00284,ValuePlus 1732,Broadband,,20.76,N/A,N/A,1732.09,2022-12-11,BharatNet Mobile,Active
PRD00285,HomeFiber 203,Postpaid,56.0,149.81,1500 mins,500 total,203.13,2022-07-29,SkyCell Telecom,Discontinued
PRD00286,HomeFiber 601,Postpaid,84.0,138.92,1500 mins,500 total,601.52,2023-11-24,SkyCell Telecom,Active
PRD00287,SuperTalk 1136,Business,,,N/A,100/day,1136.26,2023-12-10,BharatNet Mobile,Active
PRD00288,IoTLink 495,IoT Solutions,,,N/A,500 total,495.16,2021-05-18,NextWave Communications,Active
PRD00289,HomeFiber 1138,Prepaid,28.0,218.22,1000 mins,100/day,1138.2,2022-07-07,BharatNet Mobile,Discontinued
PRD00290,SmartBiz 1674,IoT Solutions,,,N/A,50/day,1674.07,2020-02-18,IndiTel Communications,Discontinued
PRD00291,SuperTalk 1147,Business,,,N/A,N/A,1147.97,2021-03-31,NextWave Communications,Active
PRD00292,UltraConnect 592,Postpaid,56.0,387.86,Unlimited,50/day,592.27,2021-03-03,SkyCell Telecom,Discontinued
PRD00293,SuperTalk 647,Broadband,,11.19,N/A,100/day,647.08,2024-03-28,SkyCell Telecom,Active
PRD00294,DataMax 2126,Postpaid,28.0,94.39,1500 mins,100/day,2126.81,2022-10-28,SkyCell Telecom,Discontinued
PRD00295,HomeFiber 1037,Prepaid,28.0,80.65,500 mins,500 total,1037.48,2021-12-26,NextWave Communications,Discontinued
PRD00296,SmartBiz 1318,IoT Solutions,,,N/A,500 total,1318.48,2020-05-30,NextWave Communications,Discontinued
PRD00297,HomeFiber 987,Prepaid,28.0,98.7,Unlimited,50/day,987.53,2021-12-22,IndiTel Communications,Active
PRD00298,DataMax 1201,Broadband,,290.5,N/A,100/day,1201.22,2020-07-29,SkyCell Telecom,Discontinued
PRD00299,ValuePlus 417,Postpaid,28.0,81.03,1500 mins,500 total,417.85,2021-05-30,IndiTel Communications,Active
PRD00300,SuperTalk 897,Postpaid,28.0,453.6,1000 mins,100/day,897.97,2024-01-08,NextWave Communications,Active
PRD00301,ValuePlus 858,Broadband,,102.58,N/A,N/A,858.51,2022-07-15,NextWave Communications,Active
PRD00302,DataMax 419,Broadband,,341.03,N/A,100/day,419.99,2022-05-01,SkyCell Telecom,Active
PRD00303,IoTLink 2146,IoT Solutions,,,N/A,N/A,2146.91,2021-03-21,SkyCell Telecom,Discontinued
PRD00304,SuperTalk 1000,Business,,,N/A,100/day,1000.55,2022-04-15,NextWave Communications,Active
PRD00305,HomeFiber 158,Business,,,N/A,500 total,158.37,2021-09-22,NextWave Communications,Active
PRD00306,SuperTalk 1925,Prepaid,84.0,374.46,Unlimited,N/A,1925.76,2020-06-19,SkyCell Telecom,Active
PRD00307,SuperTalk 991,Business,,,N/A,100/day,991.12,2020-08-20,IndiTel Communications,Discontinued
PRD00308,HomeFiber 2462,Business,,,N/A,N/A,2462.43,2021-01-05,IndiTel Communications,Active
PRD00309,ValuePlus 1955,Prepaid,84.0,451.31,1000 mins,100/day,1955.0,2020-02-29,SkyCell Telecom,Active
PRD00310,SuperTalk 688,IoT Solutions,,,N/A,100/day,688.79,2023-04-29,BharatNet Mobile,Discontinued
PRD00311,NetBoost 1854,Prepaid,28.0,103.3,1500 mins,50/day,1854.52,2022-04-30,NextWave Communications,Active
PRD00312,SmartBiz 372,IoT Solutions,,,N/A,500 total,372.16,2024-08-18,SkyCell Telecom,Discontinued
PRD00313,DataMax 2450,Prepaid,365.0,460.26,1000 mins,100/day,2450.86,2020-10-04,NextWave Communications,Active
PRD00314,ValuePlus 1380,Postpaid,365.0,44.0,500 mins,500 total,1380.65,2020-04-19,SkyCell Telecom,Discontinued
PRD00315,IoTLink 1301,Broadband,,111.31,N/A,100/day,1301.45,2023-02-06,NextWave Communications,Active
PRD00316,NetBoost 511,Postpaid,28.0,56.59,1000 mins,N/A,511.79,2020-06-02,NextWave Communications,Discontinued
PRD00317,NetBoost 268,Business,,,N/A,500 total,268.95,2021-01-05,NextWave Communications,Discontinued
PRD00318,IoTLink 270,Broadband,,183.0,N/A,100/day,270.98,2022-02-24,SkyCell Telecom,Active
PRD00319,SmartBiz 202,Prepaid,56.0,164.99,1500 mins,N/A,202.16,2024-08-21,BharatNet Mobile,Discontinued
PRD00320,SuperTalk 1404,IoT Solutions,,,N/A,100/day,1404.95,2021-04-03,SkyCell Telecom,Active
PRD00321,SuperTalk 2435,Business,,,N/A,N/A,2435.77,2023-06-19,NextWave Communications,Active
PRD00322,ValuePlus 1388,Business,,,N/A,100/day,1388.59,2024-08-11,IndiTel Communications,Discontinued
PRD00323,UltraConnect 279,IoT Solutions,,,N/A,50/day,279.71,2023-09-08,NextWave Communications,Discontinued
PRD00324,IoTLink 667,Broadband,,286.97,N/A,100/day,667.74,2021-02-27,SkyCell Telecom,Discontinued
PRD00325,ValuePlus 2238,Business,,,N/A,50/day,2238.73,2023-12-07,BharatNet Mobile,Active
PRD00326,SuperTalk 1003,IoT Solutions,,,N/A,N/A,1003.16,2020-08-24,NextWave Communications,Discontinued
PRD00327,IoTLink 949,Broadband,,371.75,N/A,100/day,949.79,2023-06-01,BharatNet Mobile,Discontinued
PRD00328,ValuePlus 182,Business,,,N/A,500 total,182.29,2023-04-20,IndiTel Communications,Active
PRD00329,SuperTalk 1734,Broadband,,57.93,N/A,N/A,1734.71,2024-07-29,IndiTel Communications,Discontinued
PRD00330,UltraConnect 2062,Prepaid,28.0,457.32,Unlimited,500 total,2062.03,2023-02-08,IndiTel Communications,Discontinued
PRD00331,NetBoost 1503,Business,,,N/A,500 total,1503.13,2023-03-17,SkyCell Telecom,Active
PRD00332,DataMax 1683,Postpaid,28.0,22.88,Unlimited,500 total,1683.53,2021-09-13,NextWave Communications,Active
PRD00333,UltraConnect 675,IoT Solutions,,,N/A,500 total,675.49,2022-06-23,BharatNet Mobile,Active
PRD00334,SuperTalk 1894,Business,,,N/A,N/A,1894.94,2021-01-17,IndiTel Communications,Discontinued
PRD00335,HomeFiber 608,Business,,,N/A,N/A,608.68,2020-05-11,SkyCell Telecom,Discontinued
PRD00336,NetBoost 1606,Prepaid,365.0,354.14,Unlimited,100/day,1606.01,2020-05-10,NextWave Communications,Active
PRD00337,HomeFiber 2229,Postpaid,84.0,155.35,1000 mins,N/A,2229.19,2024-05-04,BharatNet Mobile,Discontinued
PRD00338,DataMax 239,Broadband,,286.27,N/A,100/day,239.27,2022-02-15,SkyCell Telecom,Discontinued
PRD00339,HomeFiber 1038,IoT Solutions,,,N/A,50/day,1038.76,2020-05-14,SkyCell Telecom,Discontinued
PRD00340,ValuePlus 2163,Broadband,,126.21,N/A,50/day,2163.93,2022-04-10,BharatNet Mobile,Discontinued
PRD00341,NetBoost 453,Broadband,,294.27,N/A,100/day,453.29,2024-04-28,IndiTel Communications,Active
PRD00342,DataMax 1263,Broadband,,132.98,N/A,N/A,1263.31,2020-06-12,NextWave Communications,Active
PRD00343,SuperTalk 2106,Broadband,,493.51,N/A,500 total,2106.81,2021-09-21,IndiTel Communications,Discontinued
PRD00344,DataMax 2117,Business,,,N/A,500 total,2117.7,2023-08-25,NextWave Communications,Discontinued
PRD00345,HomeFiber 1061,Business,,,N/A,100/day,1061.87,2023-09-10,IndiTel Communications,Active
PRD00346,DataMax 230,Postpaid,365.0,487.92,Unlimited,N/A,230.5,2021-04-04,IndiTel Communications,Discontinued
PRD00347,UltraConnect 1515,Postpaid,28.0,429.4,Unlimited,100/day,1515.86,2020-02-01,IndiTel Communications,Active
PRD00348,SmartBiz 1847,Prepaid,84.0,62.18,500 mins,500 total,1847.27,2024-02-08,SkyCell Telecom,Discontinued
PRD00349,SmartBiz 804,Broadband,,4.05,N/A,100/day,804.9,2021-05-31,IndiTel Communications,Active
PRD00350,UltraConnect 2180,Broadband,,300.99,N/A,N/A,2180.93,2022-06-01,BharatNet Mobile,Discontinued
PRD00351,SmartBiz 765,Postpaid,28.0,5.84,1000 mins,N/A,765.21,2022-02-14,NextWave Communications,Discontinued
PRD00352,HomeFiber 1303,Postpaid,28.0,488.96,1500 mins,500 total,1303.88,2022-01-11,IndiTel Communications,Discontinued
PRD00353,IoTLink 491,IoT Solutions,,,N/A,100/day,491.95,2022-05-13,BharatNet Mobile,Discontinued
PRD00354,UltraConnect 551,Prepaid,56.0,131.24,500 mins,500 total,551.9,2022-05-26,NextWave Communications,Active
PRD00355,SmartBiz 2218,Business,,,N/A,100/day,2218.06,2024-04-11,IndiTel Communications,Discontinued
PRD00356,SmartBiz 1520,Broadband,,260.69,N/A,50/day,1520.28,2021-08-11,BharatNet Mobile,Active
PRD00357,NetBoost 1814,Prepaid,28.0,460.25,1000 mins,500 total,1814.94,2022-01-06,IndiTel Communications,Active
PRD00358,UltraConnect 805,IoT Solutions,,,N/A,50/day,805.79,2020-02-03,SkyCell Telecom,Active
PRD00359,NetBoost 2025,IoT Solutions,,,N/A,500 total,2025.0,2023-01-11,SkyCell Telecom,Discontinued
PRD00360,NetBoost 1850,Broadband,,124.41,N/A,N/A,1850.8,2024-04-14,BharatNet Mobile,Active
PRD00361,SmartBiz 1720,Broadband,,202.53,N/A,500 total,1720.01,2024-05-24,IndiTel Communications,Discontinued
PRD00362,SuperTalk 799,Prepaid,28.0,440.81,500 mins,50/day,799.38,2020-08-03,NextWave Communications,Active
PRD00363,IoTLink 968,Postpaid,365.0,1.21,Unlimited,500 total,968.53,2020-07-13,SkyCell Telecom,Active
PRD00364,UltraConnect 733,Business,,,N/A,100/day,733.07,2020-12-03,NextWave Communications,Discontinued
PRD00365,HomeFiber 2343,Business,,,N/A,100/day,2343.18,2024-11-19,NextWave Communications,Active
PRD00366,ValuePlus 2421,IoT Solutions,,,N/A,100/day,2421.6,2023-06-04,IndiTel Communications,Active
PRD00367,DataMax 372,Business,,,N/A,N/A,372.61,2022-03-28,SkyCell Telecom,Discontinued
PRD00368,ValuePlus 2412,Postpaid,84.0,288.68,500 mins,500 total,2412.39,2021-08-28,SkyCell Telecom,Active
PRD00369,SuperTalk 1140,Broadband,,105.85,N/A,500 total,1140.85,2023-02-25,IndiTel Communications,Discontinued
PRD00370,NetBoost 1956,Business,,,N/A,500 total,1956.39,2022-08-05,SkyCell Telecom,Discontinued
PRD00371,HomeFiber 2452,Business,,,N/A,N/A,2452.99,2024-04-30,IndiTel Communications,Discontinued
PRD00372,SuperTalk 281,IoT Solutions,,,N/A,N/A,281.5,2024-11-26,NextWave Communications,Active
PRD00373,ValuePlus 153,Postpaid,28.0,271.36,500 mins,500 total,153.54,2021-04-09,SkyCell Telecom,Discontinued
PRD00374,DataMax 1250,Prepaid,56.0,32.19,1000 mins,100/day,1250.01,2024-11-09,NextWave Communications,Active
PRD00375,ValuePlus 594,Postpaid,365.0,123.45,500 mins,50/day,594.15,2022-12-05,NextWave Communications,Discontinued
PRD00376,DataMax 1264,Business,,,N/A,N/A,1264.83,2020-05-22,IndiTel Communications,Discontinued
PRD00377,ValuePlus 1489,Postpaid,84.0,263.4,1000 mins,50/day,1489.16,2022-11-29,BharatNet Mobile,Discontinued
PRD00378,HomeFiber 904,Broadband,,290.13,N/A,500 total,904.04,2021-09-18,NextWave Communications,Active
PRD00379,ValuePlus 645,Business,,,N/A,500 total,645.77,2022-05-08,NextWave Communications,Discontinued
PRD00380,ValuePlus 2271,Business,,,N/A,100/day,2271.66,2022-07-24,SkyCell Telecom,Active
PRD00381,ValuePlus 145,Business,,,N/A,50/day,145.81,2022-03-13,IndiTel Communications,Active
PRD00382,UltraConnect 319,IoT Solutions,,,N/A,100/day,319.33,2024-09-06,BharatNet Mobile,Active
PRD00383,HomeFiber 1249,Prepaid,365.0,64.7,1000 mins,500 total,1249.75,2020-01-12,BharatNet Mobile,Discontinued
PRD00384,NetBoost 1149,Broadband,,367.37,N/A,100/day,1149.6,2022-01-21,IndiTel Communications,Discontinued
PRD00385,SuperTalk 2418,Broadband,,217.88,N/A,50/day,2418.42,2023-09-05,SkyCell Telecom,Active
PRD00386,UltraConnect 274,Broadband,,334.97,N/A,100/day,274.66,2024-01-18,NextWave Communications,Active
PRD00387,SmartBiz 325,Postpaid,28.0,284.33,1500 mins,100/day,325.5,2024-10-20,NextWave Communications,Discontinued
PRD00388,NetBoost 2016,IoT Solutions,,,N/A,50/day,2016.7,2022-12-06,BharatNet Mobile,Active
PRD00389,SuperTalk 189,Postpaid,56.0,18.36,500 mins,100/day,189.39,2022-01-28,SkyCell Telecom,Active
PRD00390,DataMax 2467,IoT Solutions,,,N/A,50/day,2467.38,2023-05-28,NextWave Communications,Discontinued
PRD00391,SuperTalk 609,Postpaid,56.0,19.44,Unlimited,50/day,609.89,2023-03-08,NextWave Communications,Active
PRD00392,UltraConnect 1726,Postpaid,84.0,26.42,Unlimited,500 total,1726.31,2022-11-11,BharatNet Mobile,Active
PRD00393,ValuePlus 2073,Prepaid,365.0,225.1,500 mins,N/A,2073.34,2022-12-16,IndiTel Communications,Active
PRD00394,DataMax 2257,Prepaid,84.0,208.64,1000 mins,N/A,2257.35,2021-11-27,BharatNet Mobile,Discontinued
PRD00395,NetBoost 1404,Broadband,,81.99,N/A,500 total,1404.92,2021-11-15,NextWave Communications,Discontinued
PRD00396,HomeFiber 2038,IoT Solutions,,,N/A,N/A,2038.0,2021-06-19,IndiTel Communications,Active
PRD00397,SmartBiz 427,Postpaid,365.0,113.36,Unlimited,50/day,427.92,2020-06-07,SkyCell Telecom,Discontinued
PRD00398,UltraConnect 862,Postpaid,84.0,138.88,500 mins,500 total,862.6,2020-07-10,SkyCell Telecom,Active
PRD00399,ValuePlus 109,Business,,,N/A,50/day,109.95,2024-06-03,SkyCell Telecom,Discontinued
PRD00400,ValuePlus 1843,Prepaid,84.0,23.73,Unlimited,100/day,1843.0,2023-06-15,IndiTel Communications,Active
PRD00401,IoTLink 2122,Postpaid,28.0,240.07,Unlimited,50/day,2122.86,2022-07-26,NextWave Communications,Discontinued
PRD00402,DataMax 1535,Postpaid,28.0,88.66,1500 mins,50/day,1535.27,2023-12-31,BharatNet Mobile,Discontinued
PRD00403,SmartBiz 346,IoT Solutions,,,N/A,100/day,346.24,2021-07-31,BharatNet Mobile,Active
PRD00404,IoTLink 2354,IoT Solutions,,,N/A,50/day,2354.17,2021-06-02,NextWave Communications,Discontinued
PRD00405,SmartBiz 1738,Broadband,,26.83,N/A,N/A,1738.45,2024-10-17,NextWave Communications,Discontinued
PRD00406,NetBoost 1971,Business,,,N/A,N/A,1971.49,2023-11-08,NextWave Communications,Discontinued
PRD00407,SuperTalk 824,IoT Solutions,,,N/A,500 total,824.69,2022-08-19,BharatNet Mobile,Active
PRD00408,SuperTalk 496,Postpaid,365.0,406.23,1000 mins,500 total,496.5,2022-05-09,SkyCell Telecom,Discontinued
PRD00409,UltraConnect 2061,Broadband,,142.31,N/A,500 total,2061.87,2024-04-13,BharatNet Mobile,Active
PRD00410,IoTLink 406,Postpaid,56.0,77.14,Unlimited,50/day,406.66,2023-12-10,BharatNet Mobile,Discontinued
PRD00411,NetBoost 895,Prepaid,56.0,151.3,Unlimited,100/day,895.53,2022-07-20,SkyCell Telecom,Active
PRD00412,NetBoost 1377,Postpaid,84.0,377.72,1500 mins,50/day,1377.29,2024-02-11,BharatNet Mobile,Discontinued
PRD00413,ValuePlus 404,Prepaid,84.0,326.03,500 mins,N/A,404.89,2022-11-21,IndiTel Communications,Discontinued
PRD00414,SuperTalk 463,Postpaid,56.0,285.83,Unlimited,50/day,463.44,2024-05-22,NextWave Communications,Discontinued
PRD00415,HomeFiber 748,Business,,,N/A,N/A,748.67,2024-02-02,IndiTel Communications,Discontinued
PRD00416,SmartBiz 502,IoT Solutions,,,N/A,100/day,502.39,2020-10-03,SkyCell Telecom,Active
PRD00417,DataMax 690,Prepaid,365.0,50.16,Unlimited,N/A,690.97,2023-05-30,BharatNet Mobile,Active
PRD00418,DataMax 2137,Postpaid,28.0,310.44,500 mins,500 total,2137.0,2024-12-23,IndiTel Communications,Discontinued
PRD00419,IoTLink 2400,IoT Solutions,,,N/A,50/day,2400.1,2023-11-04,BharatNet Mobile,Active
PRD00420,IoTLink 1708,Postpaid,84.0,265.91,Unlimited,50/day,1708.49,2023-07-14,SkyCell Telecom,Active
PRD00421,SuperTalk 1885,Business,,,N/A,50/day,1885.59,2021-03-30,BharatNet Mobile,Active
PRD00422,UltraConnect 247,Prepaid,84.0,315.81,1000 mins,100/day,247.1,2023-01-07,SkyCell Telecom,Discontinued
PRD00423,ValuePlus 1518,IoT Solutions,,,N/A,N/A,1518.64,2022-11-03,NextWave Communications,Active
PRD00424,SuperTalk 2115,Broadband,,11.57,N/A,100/day,2115.1,2024-08-08,NextWave Communications,Active
PRD00425,NetBoost 2041,IoT Solutions,,,N/A,50/day,2041.48,2021-02-04,NextWave Communications,Discontinued
PRD00426,SmartBiz 2163,IoT Solutions,,,N/A,50/day,2163.56,2022-03-06,BharatNet Mobile,Active
PRD00427,IoTLink 914,Business,,,N/A,50/day,914.35,2024-03-20,SkyCell Telecom,Discontinued
PRD00428,NetBoost 106,Broadband,,288.47,N/A,50/day,106.45,2021-09-22,BharatNet Mobile,Active
PRD00429,DataMax 1083,IoT Solutions,,,N/A,100/day,1083.8,2021-09-06,IndiTel Communications,Active
PRD00430,SmartBiz 126,Business,,,N/A,100/day,126.12,2021-09-13,BharatNet Mobile,Discontinued
PRD00431,UltraConnect 644,Postpaid,28.0,469.3,1000 mins,50/day,644.83,2022-12-29,BharatNet Mobile,Discontinued
PRD00432,DataMax 2206,Business,,,N/A,100/day,2206.74,2024-09-04,NextWave Communications,Active
PRD00433,HomeFiber 2322,Prepaid,365.0,263.07,1500 mins,50/day,2322.5,2023-12-28,SkyCell Telecom,Active
PRD00434,HomeFiber 349,Broadband,,355.65,N/A,N/A,349.79,2021-07-27,BharatNet Mobile,Active
PRD00435,NetBoost 1691,Business,,,N/A,N/A,1691.41,2021-03-27,NextWave Communications,Discontinued
PRD00436,SmartBiz 1939,Prepaid,28.0,387.91,Unlimited,N/A,1939.42,2024-02-08,NextWave Communications,Active
